crime_id,crime_type,crime_subtype,crime_date,crime_time,crime_day,crime_month,crime_year,crime_location,area_name,city,state,pincode,latitude,longitude,crime_description,weapon_used,entry_method,crime_method,target_type,victim_count,victim_gender,victim_age,injury_level,property_loss_amount,suspect_count,cctv_available,evidence_found,police_station,officer_assigned,case_status,fir_number,arrest_made,criminal_id,investigation_notes,created_at
CR-2025-15682,Fraud,Property Fraud,2025-01-05,21:13:35,Sunday,January,2025,"66, Nehru Society, Range Hills, Pune - 411007",Range Hills,Pune,Maharashtra,411007,18.561079,73.839091,An incident of Fraud (Property Fraud) occurred near Range Hills. The accused entered the Restaurant and committed the offense before fleeing the scene.,None,Lock picking,Fraudulent documents used. Financial transactions routed through multiple accounts.,Restaurant,2,Female,64,Minor,1996096.68,4,0,Vehicle registration traced,Vishrantwadi PS,Umesh Nikam,Unsolved,FIR/2025/VIS/15682,0,,Case unsolved. No CCTV coverage at location. Special team assigned for re-investigation.,2026-08-08 22:55:43
CR-2024-15683,Robbery,Home Invasion,2024-11-12,10:51:35,Tuesday,November,2024,"242, Krishna Galli, Magarpatta, Pune - 411028",Magarpatta,Pune,Maharashtra,411028,18.515485,73.922484,A case of Home Invasion was reported at Magarpatta at approximately 10:51:35. The suspect targeted a Hotel. Local residents alerted police after noticing suspicious activity.,Chain,Window break,"Armed with Chain, suspect threatened victims and demanded valuables via Window break.",Hotel,2,Male,35,None,4650204.6,5,1,None,Hadapsar PS,Ramesh Tiwari,Unsolved,FIR/2024/HAD/15683,0,,Case unsolved. CCTV footage secured. Special team assigned for re-investigation.,2026-08-08 22:55:43
CR-2023-15684,Fraud,Forgery,2023-11-16,01:42:04,Thursday,November,2023,"153, Chhatrapati Residency, Mundhwa, Pune - 411036",Mundhwa,Pune,Maharashtra,411036,18.534048,73.92542,Police received a complaint regarding Forgery at Restaurant in Mundhwa at 01:42:04. Investigation initiated and local CCTV footage is being examined.,Iron Rod,Lock picking,Fraudulent documents used. Financial transactions routed through multiple accounts.,Restaurant,3,Male,52,None,3624818.61,4,1,DNA evidence,Mundhwa PS,Pranav Sharma,Under Investigation,FIR/2023/MUN/15684,0,,Investigation ongoing. CCTV footage secured. Witness statements being recorded. Forensic reports awaited.,2026-08-08 22:55:43
CR-2023-15685,Fraud,Investment Scam,2023-01-26,07:43:34,Thursday,January,2023,"425, Nehru Colony, Sus, Pune - 411021",Sus,Pune,Maharashtra,411021,18.54059,73.761207,A case of Investment Scam was reported at Sus at approximately 07:43:34. The suspect targeted a Street. Local residents alerted police after noticing suspicious activity.,None,Front door,Fraudulent documents used. Financial transactions routed through multiple accounts.,Street,3,Male,73,None,508508.22,1,0,Digital evidence,Chatushrungi PS,Ramesh Qureshi,Unsolved,FIR/2023/CHA/15685,0,,Case unsolved. No CCTV coverage at location. Special team assigned for re-investigation.,2026-08-08 22:55:43
CR-2023-15686,Extortion,Protection Racket,2023-02-19,20:44:03,Sunday,February,2023,"443, Ambedkar Society, Dattawadi, Pune - 411030",Dattawadi,Pune,Maharashtra,411030,18.495601,73.847762,A Extortion case involving Protection Racket was registered at Dattawadi. The victim reported the incident. Forensic team dispatched to the site.,Sword,Back door,Offense committed using Sword. Entry via Back door. Under investigation.,Park,2,Female,12,Severe,0.0,1,1,Fingerprint found,Dattawadi PS,Omkar Gaikwad,Closed,FIR/2023/DAT/15686,0,,Case closed — insufficient evidence. CCTV footage secured. All leads exhausted.,2026-08-08 22:55:43
CR-2024-15687,Murder,Crime of Passion,2024-04-11,02:36:04,Thursday,April,2024,"228, Krishna Society, Senapati Bapat Road, Pune - 411016",Senapati Bapat Road,Pune,Maharashtra,411016,18.524725,73.82705,A Murder case involving Crime of Passion was registered at Senapati Bapat Road. The victim reported the incident. Forensic team dispatched to the site.,None,Not applicable,Victim attacked with None. Fatal injuries sustained. Scene secured for forensics.,Jewelry Store,1,Male,72,Minor,0.0,5,1,Blood sample collected,Deccan PS,Pankaj Singh,Solved,FIR/2024/DEC/15687,1,CRM-IND-04829,Case solved. CCTV footage secured. Accused arrested. Evidence submitted to court.,2026-08-08 22:55:43
CR-2023-15688,Robbery,ATM Robbery,2023-04-16,10:11:17,Sunday,April,2023,"114, Nehru Chowk, Bibvewadi, Pune - 411037",Bibvewadi,Pune,Maharashtra,411037,18.477252,73.867237,A Robbery case involving ATM Robbery was registered at Bibvewadi. The victim reported the incident. Forensic team dispatched to the site.,None,Front door,"Armed with None, suspect threatened victims and demanded valuables via Front door.",Mall,2,Male,38,Severe,3625156.59,5,1,DNA evidence,Bibvewadi PS,Renu Jadhav,Solved,FIR/2023/BIB/15688,1,CRM-IND-04223,Case solved. CCTV footage secured. Accused arrested. Evidence submitted to court.,2026-08-08 22:55:43
CR-2023-15689,Kidnapping,Ransom Kidnapping,2023-10-10,13:47:11,Tuesday,October,2023,"374, Gandhi Main Road, Maan, Pune - 411057",Maan,Pune,Maharashtra,411057,18.561802,73.737905,An incident of Kidnapping (Ransom Kidnapping) occurred near Maan. The accused entered the Jewelry Store and committed the offense before fleeing the scene.,Chain,Not applicable,Offense committed using Chain. Entry via Not applicable. Under investigation.,Jewelry Store,1,Male,63,Minor,0.0,3,1,Blood sample collected,Hinjewadi PS,Sumit Deshpande,Under Investigation,FIR/2023/HIN/15689,0,,Investigation ongoing. CCTV footage secured. Witness statements being recorded. Forensic reports awaited.,2026-08-08 22:55:43
CR-2023-15690,Drug Offense,Drug Possession,2023-01-27,21:43:10,Friday,January,2023,"199, Gandhi Main Road, JM Road, Pune - 411004",JM Road,Pune,Maharashtra,411004,18.517076,73.841455,Police received a complaint regarding Drug Possession at Person in JM Road at 21:43:10. Investigation initiated and local CCTV footage is being examined.,Knife,Not applicable,Offense committed using Knife. Entry via Not applicable. Under investigation.,Person,1,Female,39,None,0.0,5,0,Mobile phone records,Deccan PS,Shekhar Shah,Under Investigation,FIR/2023/DEC/15690,0,,Investigation ongoing. No CCTV coverage at location. Witness statements being recorded. Forensic reports awaited.,2026-08-08 22:55:43
CR-2024-15691,Extortion,Protection Racket,2024-06-30,02:27:26,Sunday,June,2024,"231, Shivaji Main Road, Senapati Bapat Road, Pune - 411016",Senapati Bapat Road,Pune,Maharashtra,411016,18.521415,73.831363,A case of Protection Racket was reported at Senapati Bapat Road at approximately 02:27:26. The suspect targeted a House. Local residents alerted police after noticing suspicious activity.,Cricket Bat,Front door,Offense committed using Cricket Bat. Entry via Front door. Under investigation.,House,5,Male,44,Severe,0.0,5,0,Weapon recovered,Deccan PS,Shekhar Shah,Unsolved,FIR/2024/DEC/15691,0,,Case unsolved. No CCTV coverage at location. Special team assigned for re-investigation.,2026-08-08 22:55:43
CR-2022-15692,Sexual Offense,Harassment,2022-08-19,07:40:24,Friday,August,2022,"19, Shivaji Complex, Market Yard, Pune - 411037",Market Yard,Pune,Maharashtra,411037,18.497306,73.863685,Suspect(s) committed Harassment at a Hotel in Market Yard during 07:40:24. Officers responded within minutes of the alert.,None,Fire escape,Offense committed using None. Entry via Fire escape. Under investigation.,Hotel,5,Male,28,None,0.0,5,0,Blood sample collected,Swargate PS,Dhruv Qureshi,Solved,FIR/2022/SWA/15692,1,CRM-IND-03026,Case solved. No CCTV coverage at location. Accused arrested. Evidence submitted to court.,2026-08-08 22:55:43
CR-2023-15693,Cybercrime,Online Fraud,2023-10-04,18:23:55,Wednesday,October,2023,"106, Chhatrapati Chowk, Khadki, Pune - 411003",Khadki,Pune,Maharashtra,411003,18.562452,73.835355,A Cybercrime case involving Online Fraud was registered at Khadki. The victim reported the incident. Forensic team dispatched to the site.,Hammer,Door break,Digital means used to commit fraud. Traced through IP analysis and transaction records.,Jewelry Store,5,Male,80,Moderate,987598.02,4,1,Weapon recovered,Vishrantwadi PS,Umesh Nikam,Under Investigation,FIR/2023/VIS/15693,0,,Investigation ongoing. CCTV footage secured. Witness statements being recorded. Forensic reports awaited.,2026-08-08 22:55:43
CR-2024-15694,Cybercrime,Ransomware,2024-07-28,07:24:52,Sunday,July,2024,"430, Nehru Apartments, Budhwar Peth, Pune - 411002",Budhwar Peth,Pune,Maharashtra,411002,18.515855,73.852595,Police received a complaint regarding Ransomware at Person in Budhwar Peth at 07:24:52. Investigation initiated and local CCTV footage is being examined.,None,Wall breach,Digital means used to commit fraud. Traced through IP analysis and transaction records.,Person,5,Female,75,Moderate,3102078.97,1,0,Digital evidence,Khadak PS,Sanjay Singh,Under Investigation,FIR/2024/KHA/15694,0,,Investigation ongoing. No CCTV coverage at location. Witness statements being recorded. Forensic reports awaited.,2026-08-08 22:55:43
CR-2024-15695,Theft,Laptop Theft,2024-05-09,07:55:00,Thursday,May,2024,"275, Patel Chowk, Bharati Vidyapeeth, Pune - 411046",Bharati Vidyapeeth,Pune,Maharashtra,411046,18.457655,73.848072,A case of Laptop Theft was reported at Bharati Vidyapeeth at approximately 07:55:00. The suspect targeted a Office. Local residents alerted police after noticing suspicious activity.,Axe,Fire escape,Suspect gained entry via Fire escape and stole valuables. Operated swiftly.,Office,2,Male,51,Moderate,804243.31,3,1,Weapon recovered,Bharati Vidyapeeth PS,Ekta Gupta,Solved,FIR/2024/BHA/15695,1,CRM-IND-03167,Case solved. CCTV footage secured. Accused arrested. Evidence submitted to court.,2026-08-08 22:55:43
CR-2022-15696,Theft,Pickpocketing,2022-04-02,14:08:37,Saturday,April,2022,"440, Ganesh Chowk, Talegaon, Pune - 410507",Talegaon,Pune,Maharashtra,410507,18.726239,73.679507,Suspect(s) committed Pickpocketing at a ATM in Talegaon during 14:08:37. Officers responded within minutes of the alert.,None,Front door,Suspect gained entry via Front door and stole valuables. Operated swiftly.,ATM,2,Male,74,None,668172.51,4,1,CCTV footage available,Talegaon PS,Asha Gaikwad,Solved,FIR/2022/TAL/15696,0,,Case solved. CCTV footage secured. Accused arrested. Evidence submitted to court.,2026-08-08 22:55:43
CR-2022-15697,Murder,Contract Killing,2022-12-09,14:15:52,Friday,December,2022,"168, Krishna Main Road, NIBM, Pune - 411048",NIBM,Pune,Maharashtra,411048,18.463164,73.887812,Suspect(s) committed Contract Killing at a Park in NIBM during 14:15:52. Officers responded within minutes of the alert.,Chain,Key duplication,Victim attacked with Chain. Fatal injuries sustained. Scene secured for forensics.,Park,2,Male,57,Moderate,0.0,2,0,CCTV footage available,Kondhwa PS,Varun Khan,Unsolved,FIR/2022/KON/15697,0,,Case unsolved. No CCTV coverage at location. Special team assigned for re-investigation.,2026-08-08 22:55:43
CR-2025-15698,Robbery,Highway Robbery,2025-12-17,16:34:42,Wednesday,December,2025,"337, Laxmi Lane, Warje, Pune - 411058",Warje,Pune,Maharashtra,411058,18.484147,73.80225,A case of Highway Robbery was reported at Warje at approximately 16:34:42. The suspect targeted a Shop. Local residents alerted police after noticing suspicious activity.,Cricket Bat,Wall breach,"Armed with Cricket Bat, suspect threatened victims and demanded valuables via Wall breach.",Shop,5,Male,28,Fatal,2683031.97,4,0,Tool marks found,Warje Malwadi PS,Nikhil Shaikh,Solved,FIR/2025/WAR/15698,1,CRM-IND-02728,Case solved. No CCTV coverage at location. Accused arrested. Evidence submitted to court.,2026-08-08 22:55:43
CR-2022-15699,Drug Offense,Drug Possession,2022-03-15,10:48:11,Tuesday,March,2022,"187, Patel Complex, Yerawada, Pune - 411006",Yerawada,Pune,Maharashtra,411006,18.557998,73.87952,Suspect(s) committed Drug Possession at a ATM in Yerawada during 10:48:11. Officers responded within minutes of the alert.,Knife,Back door,Offense committed using Knife. Entry via Back door. Under investigation.,ATM,1,Male,43,Moderate,0.0,4,1,Footprint analysis,Yerawada PS,Naveen Banerjee,Under Investigation,FIR/2022/YER/15699,0,,Investigation ongoing. CCTV footage secured. Witness statements being recorded. Forensic reports awaited.,2026-08-08 22:55:43
CR-2025-15700,Drug Offense,Drug Possession,2025-10-07,06:43:36,Tuesday,October,2025,"436, Gandhi Galli, Kondhwa Budruk, Pune - 411048",Kondhwa Budruk,Pune,Maharashtra,411048,18.45797,73.883406,A case of Drug Possession was reported at Kondhwa Budruk at approximately 06:43:36. The suspect targeted a Jewelry Store. Local residents alerted police after noticing suspicious activity.,Axe,Window break,Offense committed using Axe. Entry via Window break. Under investigation.,Jewelry Store,1,Male,70,Minor,0.0,3,1,Fingerprint found,Kondhwa PS,Vijay Deshmukh,Closed,FIR/2025/KON/15700,0,CRM-IND-05372,Case closed — insufficient evidence. CCTV footage secured. All leads exhausted.,2026-08-08 22:55:43
CR-2025-15701,Sexual Offense,Harassment,2025-01-05,15:39:30,Sunday,January,2025,"217, Shivaji Nagar, Pimpri, Pune - 411018",Pimpri,Pune,Maharashtra,411018,18.618515,73.7986,A Sexual Offense case involving Harassment was registered at Pimpri. The victim reported the incident. Forensic team dispatched to the site.,Hammer,Wall breach,Offense committed using Hammer. Entry via Wall breach. Under investigation.,Office,5,Male,40,None,0.0,1,1,Eyewitness statement,Pimpri PS,Reyansh Thorat,Under Investigation,FIR/2025/PIM/15701,0,,Investigation ongoing. CCTV footage secured. Witness statements being recorded. Forensic reports awaited.,2026-08-08 22:55:43
CR-2024-15702,Extortion,Protection Racket,2024-09-26,21:42:00,Thursday,September,2024,"287, Laxmi Chowk, Bibvewadi, Pune - 411037",Bibvewadi,Pune,Maharashtra,411037,18.481556,73.861451,Suspect(s) committed Protection Racket at a Jewelry Store in Bibvewadi during 21:42:00. Officers responded within minutes of the alert.,Chain,Key duplication,Offense committed using Chain. Entry via Key duplication. Under investigation.,Jewelry Store,3,Female,74,None,0.0,5,1,CCTV footage available,Bibvewadi PS,Renu Jadhav,Under Investigation,FIR/2024/BIB/15702,0,,Investigation ongoing. CCTV footage secured. Witness statements being recorded. Forensic reports awaited.,2026-08-08 22:55:43
CR-2023-15703,Robbery,ATM Robbery,2023-01-14,17:23:51,Saturday,January,2023,"24, Sai Complex, Dhayari, Pune - 411041",Dhayari,Pune,Maharashtra,411041,18.458768,73.805682,A case of ATM Robbery was reported at Dhayari at approximately 17:23:51. The suspect targeted a Highway. Local residents alerted police after noticing suspicious activity.,Chain,Front door,"Armed with Chain, suspect threatened victims and demanded valuables via Front door.",Highway,3,Female,44,Minor,1040041.99,3,0,Eyewitness statement,Sinhagad Road PS,Jayshree Ghosh,Under Investigation,FIR/2023/SIN/15703,0,,Investigation ongoing. No CCTV coverage at location. Witness statements being recorded. Forensic reports awaited.,2026-08-08 22:55:43
CR-2023-15704,Theft,Shoplifting,2023-10-11,03:37:04,Wednesday,October,2023,"9, Gandhi Main Road, FC Road, Pune - 411004",FC Road,Pune,Maharashtra,411004,18.5291,73.837986,A Theft case involving Shoplifting was registered at FC Road. The victim reported the incident. Forensic team dispatched to the site.,Hammer,Back door,Suspect gained entry via Back door and stole valuables. Operated swiftly.,Warehouse,5,Female,61,None,1325828.02,4,0,Digital evidence,Deccan PS,Pankaj Singh,Under Investigation,FIR/2023/DEC/15704,0,,Investigation ongoing. No CCTV coverage at location. Witness statements being recorded. Forensic reports awaited.,2026-08-08 22:55:43
CR-2025-15705,Sexual Offense,Stalking,2025-06-12,14:44:11,Thursday,June,2025,"462, Ganesh Society, Balewadi, Pune - 411045",Balewadi,Pune,Maharashtra,411045,18.565415,73.771347,A Sexual Offense case involving Stalking was registered at Balewadi. The victim reported the incident. Forensic team dispatched to the site.,None,Not applicable,Offense committed using None. Entry via Not applicable. Under investigation.,Street,4,Female,48,Severe,0.0,5,0,Weapon recovered,Chaturshrungi PS,Nikhil Sheikh,Unsolved,FIR/2025/CHA/15705,0,,Case unsolved. No CCTV coverage at location. Special team assigned for re-investigation.,2026-08-08 22:55:43
CR-2022-15706,Extortion,Protection Racket,2022-02-08,18:34:55,Tuesday,February,2022,"32, Ganesh Nagar, Dhayari, Pune - 411041",Dhayari,Pune,Maharashtra,411041,18.45735,73.804234,An incident of Extortion (Protection Racket) occurred near Dhayari. The accused entered the Restaurant and committed the offense before fleeing the scene.,Iron Rod,Door break,Offense committed using Iron Rod. Entry via Door break. Under investigation.,Restaurant,5,Male,80,Fatal,0.0,1,0,CCTV footage available,Sinhagad Road PS,Prashant Ghodke,Solved,FIR/2022/SIN/15706,1,CRM-IND-00749,Case solved. No CCTV coverage at location. Accused arrested. Evidence submitted to court.,2026-08-08 22:55:43
CR-2024-15707,Kidnapping,Ransom Kidnapping,2024-02-24,15:53:39,Saturday,February,2024,"170, Ambedkar Complex, Keshav Nagar, Pune - 411036",Keshav Nagar,Pune,Maharashtra,411036,18.527352,73.93505,A Kidnapping case involving Ransom Kidnapping was registered at Keshav Nagar. The victim reported the incident. Forensic team dispatched to the site.,Cricket Bat,Door break,Offense committed using Cricket Bat. Entry via Door break. Under investigation.,Street,1,Female,75,None,0.0,1,1,Digital evidence,Mundhwa PS,Paresh Syed,Unsolved,FIR/2024/MUN/15707,0,,Case unsolved. CCTV footage secured. Special team assigned for re-investigation.,2026-08-08 22:55:43
CR-2023-15708,Cybercrime,Phishing,2023-06-09,02:46:36,Friday,June,2023,"421, Shivaji Main Road, Parvati, Pune - 411009",Parvati,Pune,Maharashtra,411009,18.494177,73.851352,Suspect(s) committed Phishing at a Street in Parvati during 02:46:36. Officers responded within minutes of the alert.,None,Front door,Digital means used to commit fraud. Traced through IP analysis and transaction records.,Street,2,Female,44,Moderate,1107596.76,1,0,Fingerprint found,Dattawadi PS,Kabir Ansari,Unsolved,FIR/2023/DAT/15708,0,,Case unsolved. No CCTV coverage at location. Special team assigned for re-investigation.,2026-08-08 22:55:43
CR-2024-15709,Cybercrime,Ransomware,2024-04-28,19:22:06,Sunday,April,2024,"38, Patel Nagar, Kothrud, Pune - 411038",Kothrud,Pune,Maharashtra,411038,18.502832,73.806449,A Cybercrime case involving Ransomware was registered at Kothrud. The victim reported the incident. Forensic team dispatched to the site.,Knife,Not applicable,Digital means used to commit fraud. Traced through IP analysis and transaction records.,Street,3,Male,75,Severe,3941705.32,3,1,Eyewitness statement,Kothrud PS,Nisha Reddy,Solved,FIR/2024/KOT/15709,1,CRM-IND-04676,Case solved. CCTV footage secured. Accused arrested. Evidence submitted to court.,2026-08-08 22:55:43
CR-2023-15710,Sexual Offense,Stalking,2023-04-07,12:15:03,Friday,April,2023,"495, Chhatrapati Nagar, Kothrud, Pune - 411038",Kothrud,Pune,Maharashtra,411038,18.509917,73.812535,Police received a complaint regarding Stalking at Bank in Kothrud at 12:15:03. Investigation initiated and local CCTV footage is being examined.,Knife,Back door,Offense committed using Knife. Entry via Back door. Under investigation.,Bank,3,Male,45,Severe,0.0,2,0,Blood sample collected,Kothrud PS,Madhuri Salve,Under Investigation,FIR/2023/KOT/15710,0,,Investigation ongoing. No CCTV coverage at location. Witness statements being recorded. Forensic reports awaited.,2026-08-08 22:55:43
CR-2022-15711,Assault,Road Rage,2022-11-23,07:39:16,Wednesday,November,2022,"221, Chhatrapati Society, Magarpatta, Pune - 411028",Magarpatta,Pune,Maharashtra,411028,18.511995,73.927731,Suspect(s) committed Road Rage at a Highway in Magarpatta during 07:39:16. Officers responded within minutes of the alert.,Axe,Wall breach,Offense committed using Axe. Entry via Wall breach. Under investigation.,Highway,5,Female,16,Severe,0.0,1,1,Blood sample collected,Hadapsar PS,Aparna Pathan,Under Investigation,FIR/2022/HAD/15711,0,,Investigation ongoing. CCTV footage secured. Witness statements being recorded. Forensic reports awaited.,2026-08-08 22:55:43
CR-2025-15712,Robbery,ATM Robbery,2025-08-31,22:16:19,Sunday,August,2025,"228, Patel Colony, Bibvewadi, Pune - 411037",Bibvewadi,Pune,Maharashtra,411037,18.481253,73.862181,An incident of Robbery (ATM Robbery) occurred near Bibvewadi. The accused entered the Bank and committed the offense before fleeing the scene.,Sword,Window break,"Armed with Sword, suspect threatened victims and demanded valuables via Window break.",Bank,5,Male,45,Fatal,960923.4,4,0,Digital evidence,Bibvewadi PS,Abhishek Qureshi,Solved,FIR/2025/BIB/15712,1,CRM-IND-05087,Case solved. No CCTV coverage at location. Accused arrested. Evidence submitted to court.,2026-08-08 22:55:43
CR-2023-15713,Cybercrime,Hacking,2023-10-30,07:54:42,Monday,October,2023,"246, Ambedkar Residency, East Street, Pune - 411001",East Street,Pune,Maharashtra,411001,18.515372,73.886829,Suspect(s) committed Hacking at a Bank in East Street during 07:54:42. Officers responded within minutes of the alert.,Chain,Back door,Digital means used to commit fraud. Traced through IP analysis and transaction records.,Bank,5,Male,37,Fatal,1772657.17,3,0,Blood sample collected,Lashkar PS,Manoj Das,Under Investigation,FIR/2023/LAS/15713,0,,Investigation ongoing. No CCTV coverage at location. Witness statements being recorded. Forensic reports awaited.,2026-08-08 22:55:43
CR-2025-15714,Extortion,Threatening,2025-04-18,11:37:06,Friday,April,2025,"248, Nehru Galli, Mohammadwadi, Pune - 411060",Mohammadwadi,Pune,Maharashtra,411060,18.466013,73.909619,Police received a complaint regarding Threatening at Shop in Mohammadwadi at 11:37:06. Investigation initiated and local CCTV footage is being examined.,Knife,Front door,Offense committed using Knife. Entry via Front door. Under investigation.,Shop,3,Female,48,Minor,0.0,5,1,Footprint analysis,Kondhwa PS,Advait Shaikh,Under Investigation,FIR/2025/KON/15714,0,,Investigation ongoing. CCTV footage secured. Witness statements being recorded. Forensic reports awaited.,2026-08-08 22:55:43
CR-2025-15715,Drug Offense,Drug Trafficking,2025-05-17,08:06:19,Saturday,May,2025,"466, Nehru Main Road, Dapodi, Pune - 411012",Dapodi,Pune,Maharashtra,411012,18.565054,73.82705,A Drug Offense case involving Drug Trafficking was registered at Dapodi. The victim reported the incident. Forensic team dispatched to the site.,None,Back door,Offense committed using None. Entry via Back door. Under investigation.,Jewelry Store,5,Male,69,None,0.0,4,1,Vehicle registration traced,Pimpri PS,Umesh Kulkarni,Solved,FIR/2025/PIM/15715,1,CRM-IND-03968,Case solved. CCTV footage secured. Accused arrested. Evidence submitted to court.,2026-08-08 22:55:43
CR-2023-15716,Assault,Road Rage,2023-11-29,23:36:54,Wednesday,November,2023,"375, Shivaji Nagar, Kalyani Nagar, Pune - 411006",Kalyani Nagar,Pune,Maharashtra,411006,18.547851,73.903726,An incident of Assault (Road Rage) occurred near Kalyani Nagar. The accused entered the Bank and committed the offense before fleeing the scene.,Axe,Not applicable,Offense committed using Axe. Entry via Not applicable. Under investigation.,Bank,1,Female,61,Severe,0.0,4,0,Weapon recovered,Yerawada PS,Sameer Deshmukh,Solved,FIR/2023/YER/15716,1,CRM-IND-02931,Case solved. No CCTV coverage at location. Accused arrested. Evidence submitted to court.,2026-08-08 22:55:43
CR-2024-15717,Kidnapping,Child Abduction,2024-05-27,12:43:08,Monday,May,2024,"356, Ambedkar Nagar, Nigdi, Pune - 411044",Nigdi,Pune,Maharashtra,411044,18.653368,73.7655,Suspect(s) committed Child Abduction at a Park in Nigdi during 12:43:08. Officers responded within minutes of the alert.,Machete,Window break,Offense committed using Machete. Entry via Window break. Under investigation.,Park,1,Female,62,None,0.0,1,1,Vehicle registration traced,Nigdi PS,Hitesh Shinde,Closed,FIR/2024/NIG/15717,0,CRM-IND-01270,Case closed — insufficient evidence. CCTV footage secured. All leads exhausted.,2026-08-08 22:55:43
CR-2022-15718,Theft,Pickpocketing,2022-12-16,09:49:08,Friday,December,2022,"11, Gandhi Chowk, Bavdhan, Pune - 411021",Bavdhan,Pune,Maharashtra,411021,18.513115,73.781479,Suspect(s) committed Pickpocketing at a Highway in Bavdhan during 09:49:08. Officers responded within minutes of the alert.,Knife,Roof entry,Suspect gained entry via Roof entry and stole valuables. Operated swiftly.,Highway,3,Male,24,Minor,2479156.86,2,0,Digital evidence,Warje Malwadi PS,Chetan Chavan,Under Investigation,FIR/2022/WAR/15718,0,,Investigation ongoing. No CCTV coverage at location. Witness statements being recorded. Forensic reports awaited.,2026-08-08 22:55:43
CR-2025-15719,Assault,Bar Fight,2025-07-17,16:17:00,Thursday,July,2025,"466, Krishna Nagar, Loni Kalbhor, Pune - 412201",Loni Kalbhor,Pune,Maharashtra,412201,18.462888,73.956143,A Assault case involving Bar Fight was registered at Loni Kalbhor. The victim reported the incident. Forensic team dispatched to the site.,None,Door break,Offense committed using None. Entry via Door break. Under investigation.,Office,1,Male,70,Minor,0.0,2,1,CCTV footage available,Hadapsar PS,Suman Shah,Solved,FIR/2025/HAD/15719,1,CRM-IND-00670,Case solved. CCTV footage secured. Accused arrested. Evidence submitted to court.,2026-08-08 22:55:43
CR-2025-15720,Theft,Laptop Theft,2025-06-07,14:29:02,Saturday,June,2025,"397, Patel Society, Law College Road, Pune - 411004",Law College Road,Pune,Maharashtra,411004,18.515815,73.841659,A Theft case involving Laptop Theft was registered at Law College Road. The victim reported the incident. Forensic team dispatched to the site.,Axe,Fire escape,Suspect gained entry via Fire escape and stole valuables. Operated swiftly.,Vehicle,2,Male,69,Severe,3229624.57,2,1,Weapon recovered,Deccan PS,Imran Khan,Under Investigation,FIR/2025/DEC/15720,0,,Investigation ongoing. CCTV footage secured. Witness statements being recorded. Forensic reports awaited.,2026-08-08 22:55:43
CR-2025-15721,Sexual Offense,Stalking,2025-08-21,19:13:30,Thursday,August,2025,"416, Patel Society, East Street, Pune - 411001",East Street,Pune,Maharashtra,411001,18.51198,73.882949,A Sexual Offense case involving Stalking was registered at East Street. The victim reported the incident. Forensic team dispatched to the site.,Pistol,Back door,Offense committed using Pistol. Entry via Back door. Under investigation.,Park,3,Male,71,None,0.0,3,1,Footprint analysis,Lashkar PS,Prakash Mane,Under Investigation,FIR/2025/LAS/15721,0,,Investigation ongoing. CCTV footage secured. Witness statements being recorded. Forensic reports awaited.,2026-08-08 22:55:43
CR-2025-15722,Kidnapping,Child Abduction,2025-03-12,19:25:50,Wednesday,March,2025,"300, Gandhi Lane, Ganeshkhind, Pune - 411007",Ganeshkhind,Pune,Maharashtra,411007,18.538049,73.826346,Police received a complaint regarding Child Abduction at Hotel in Ganeshkhind at 19:25:50. Investigation initiated and local CCTV footage is being examined.,Sword,Fire escape,Offense committed using Sword. Entry via Fire escape. Under investigation.,Hotel,4,Male,22,Fatal,0.0,2,0,Fingerprint found,Shivajinagar PS,Chetan Shah,Solved,FIR/2025/SHI/15722,1,CRM-IND-04620,Case solved. No CCTV coverage at location. Accused arrested. Evidence submitted to court.,2026-08-08 22:55:43
CR-2024-15723,Robbery,Armed Robbery,2024-11-30,00:54:54,Saturday,November,2024,"43, Laxmi Residency, Pisoli, Pune - 411060",Pisoli,Pune,Maharashtra,411060,18.440838,73.914194,An incident of Robbery (Armed Robbery) occurred near Pisoli. The accused entered the Office and committed the offense before fleeing the scene.,Machete,Wall breach,"Armed with Machete, suspect threatened victims and demanded valuables via Wall breach.",Office,3,Female,31,Severe,3846037.73,5,0,None,Kondhwa PS,Vijay Deshmukh,Closed,FIR/2024/KON/15723,0,CRM-IND-01487,Case closed — insufficient evidence. No CCTV coverage at location. All leads exhausted.,2026-08-08 22:55:43
CR-2025-15724,Extortion,Protection Racket,2025-05-12,00:44:23,Monday,May,2025,"125, Sai Colony, Shivajinagar, Pune - 411005",Shivajinagar,Pune,Maharashtra,411005,18.531569,73.848071,A Extortion case involving Protection Racket was registered at Shivajinagar. The victim reported the incident. Forensic team dispatched to the site.,Machete,Lock picking,Offense committed using Machete. Entry via Lock picking. Under investigation.,Office,2,Female,38,None,0.0,1,1,CCTV footage available,Shivajinagar PS,Suresh Khaire,Under Investigation,FIR/2025/SHI/15724,0,,Investigation ongoing. CCTV footage secured. Witness statements being recorded. Forensic reports awaited.,2026-08-08 22:55:43
